2.95 4.184 6.218999999999999 9.552 11.874 14.06 14.847999999999999 14.519 12.547 9.486 6.312 3.863 
3.3360000000000003 3.72 6.207999999999999 9.245 12.271 14.11 15.161 14.427 12.736 9.935 7.319 4.507 
4.026 4.704 6.772 9.229 12.248 14.084000000000001 15.354 14.56 12.95 9.988 6.892 4.038 
3.9810000000000003 4.085 6.047999999999999 9.154 12.153 14.017000000000001 14.982999999999999 14.691 12.911 10.424000000000001 6.727 5.132999999999999 
3.5250000000000004 4.4990000000000006 6.321000000000001 9.249 11.571 13.889000000000001 14.312000000000001 14.187999999999999 12.642000000000001 10.127 7.315 4.257 
3.8080000000000003 3.92 6.5440000000000005 9.618 12.226 14.476 15.19 14.51 13.217 10.601 7.422999999999999 4.878 
3.286 4.43 6.3290000000000015 9.055 11.786 14.443 15.042 14.913 12.875 10.289000000000001 6.955 4.987 
4.5790000000000015 4.221 6.485 9.823 12.518 14.309000000000001 15.23 14.752 12.93 10.332 7.0840000000000005 4.523 
2.8440000000000003 3.576 6.906000000000001 9.295 12.053999999999998 14.145 15.174000000000001 14.377 12.802 10.399000000000001 7.224 4.385 
3.687 4.093999999999999 6.086 9.367 12.111999999999998 14.201 15.231 14.655 13.153 10.136000000000001 7.031000000000001 4.31 
3.737 4.399 6.7379999999999995 9.671 12.406 14.421 15.213 14.767999999999999 12.863 10.442 7.487 4.292 
3.282 3.7430000000000003 6.101 9.483 11.986 14.37 15.482000000000001 15.012 12.912 10.352 6.814 4.6549999999999985 
3.157 3.628 6.023 9.675999999999998 12.59 14.492 15.075999999999999 14.72 13.04 10.428 7.1560000000000015 4.102 
3.685 4.222 6.261 9.044 12.195 14.568 15.003 14.742 13.154000000000002 10.255999999999998 7.4239999999999995 4.724 
3.7319999999999998 3.5 6.377999999999999 9.589 12.582 14.335 14.873 14.875 13.091 10.33 6.712999999999999 4.85 
